Gözlem Yapılan Servis Adı;Servis Türü;Gözlem Tarihi;Gözlemci Meslek;Cinsiyet;Hasta İle Temas Öncesi;Hasta İle Temas Sonrası;Aseptik İşlemler Öncesi;Vücus Sıvıları İle Bulaşma Sonrası;Hasta Çevresi İle Temas Sonrası
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Ovma;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.11.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Doktor;E;Ovma;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.11.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hasta Bakıcı;E;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yok;Gözlem Dışı
Kardiyoloji;Standart;1.11.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.12.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.12.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.12.2018;Hemşire;K;Ovma;Ovma;Yok;Yok;Gözlem Dışı
Kardiyoloji;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Kardiyoloji;Standart;1.12.2018;Doktor;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Kardiyoloji;Standart;1.12.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Hemşire;K;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Doktor;E;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.06.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Hasta Bakıcı;E;Ovma;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.06.2018;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.06.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Yıkama;Yok
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Ovma;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Ovma
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Ovma;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Yıkama;Ovma
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Yok;Yok;Yıkama;Ovma
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Yok;Ovma;Yıkama;Yok
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.08.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Yıkama;Ovma
Kardiyoloji;Standart;1.08.2018;Hemşire;K;Ovma;Yok;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.08.2018;Doktor;E;Yok;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.08.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Yok
Kardiyoloji;Standart;1.08.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Yok;Ovma
Kardiyoloji;Standart;1.08.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.08.2018;Hasta Bakıcı;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.08.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.08.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Yok;Yok
Kardiyoloji;Standart;1.08.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Ovma
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kardiyoloji;Standart;1.09.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Doktor;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Doktor;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Yıkama;Yok;Yıkama;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Yok;Yok
Kardiyoloji;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kardiyoloji;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.09.2018;Doktor;K;Yok;Gözlem Dışı;Yok;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Ovma;Ovma;Ovma
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Yok;Yıkama;Gözlem Dışı;Yıkama;Yıkama
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;E;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;E;Ovma;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.04.2019;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;K;Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;E;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Doktor;E;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Ovma
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Ovma
Beyin Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı
Beyin Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Yok;Gözlem Dışı
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Gözlem Dışı;Yok;Gözlem Dışı;Yok;Yok
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.05.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.05.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;K;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Ovma
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.05.2019;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Yok;Yok;Yok;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;E;Yok;Yok;Yok;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;E;Yok;Yıkama;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Doktor;E;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Yok;Yıkama;Ovma;Yıkama;Ovma
Beyin Cerrahisi;Standart;1.12.2018;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Doktor;E;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Ovma;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hasta Bakıcı;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.10.2018;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Doktor;K;Yok;Yıkama;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.11.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Gözlem Dışı;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hasta Bakıcı;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;E;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
